μῆνιν|μῆνις
Ἰδομενῆϊ|Ἰδομενεύς
ἐδάμασσε|δαμάζω
θέλξας|θέλγω
φαεινά|φαεινός
πέδησε|πεδάω
φυγέειν|φεύγω
δύνατ̓|δύναμαι
ἀλέασθαι|ἀλέω
στήλην|στήλη
δένδρεον|δένδρεον
ὑψιπέτηλον|ὑψιπέτηλος
ἑσταότα|ἵστημι
ῥῆξεν|ῥήγνυμι
ἤρκει|ἀρκέω
ἐρεικόμενος|ἐρέικω
κραδίῃ|καρδία
ἐπεπήγει|πήγνυμι
ἀσπαίρουσα|ἀσπαίρω
οὐρίαχον|οὐρίαχος
πελέμιζεν|πελεμίζω
Δηΐφοβ̓|Δηίφοβος
ἐΐσκομεν|ἐίσκω
ἄξιον|ἄξιος
ἀντὶ|ἀντί
πεφάσθαι|θείνω
δαιμόνἰ|δαιμόνιος
ἵστασ̓|ἵστημι
γόνος|γόνος
ἱκάνω|ἱκάνω
Μίνωα|Μίνως
Κρήτῃ|Κρήτη
ἐπίουρον|ἐπίουρος
Μίνως|Μίνως
τέκεθ̓|τίκτω
Δευκαλίωνα|Δευκαλίων
Δευκαλίων|Δευκαλίων
πολέσσ̓|πολύς
ἑταρίσσαιτο|ἑταιρίζω
μεγαθύμων|μεγάθυμος
πειρήσαιτο|πειράω
φρονέοντι|φρονέω
δοάσσατο|δοάσσατο
κέρδιον|κερδίων
βῆναι|βαίνω
ἐπεμήνιε|ἐπιμηνίω
τίεσκεν|τίω
Αἰνεία|Αἰνείας
γαμβρῷ|γαμβρός
ἀμυνέμεναι|ἀμύνω
κῆδος|κῆδος
ἕπευ|ἕπομαι
Ἀλκαθόῳ|Ἀλκάθοος
ἐπαμύνομεν|ἐπαμύνω
τηλύγετον|τηλύγετος
ἔμεν̓|μένω
σῦς|ὗς
ἀλκὶ|ἀλκί
πεποιθώς|πείθω
οἰοπόλῳ|οἰοπόλος
φρίσσει|φρίσσω
νῶτον|νῶτον
ὀφθαλμὼ|ὀφθαλμός
λάμπετον|λάμπω
ὀδόντας|ὀδών
θήγει|θήγω
ἀλέξασθαι|ἀλέξω
μένεν|μένω
δουρικλυτός|δουρικλειτός
ὑπεχώρει|ὑποχωρέω
ἐπιόντα|ἔπειμι
βοηθόον|βοηθόος
Ἀσκάλαφόν|Ἀσκάλαφος
ἐσορῶν|εἰσοράω
Ἀφαρῆά|Ἀφαρεύς
δεῦτε|δεῦτε
φῶτας|φώς
ἐναίρειν|ἐναίρω
ἄνθος|ἄνθος
ὁμηλικίη|ὁμηλικία
γενοίμεθα|γίγνομαι
φέροιτο|φέρω
φεροίμην|φέρω
Δηΐφοβόν|Δηίφοβος
Πάριν|Πάρις
ἡγεμόνες|ἡγεμών
κτίλον|κτίλος
πιόμεν̓|πίνω
βοτάνης|βοτάνη
γάνυται|γάνυμαι
ποιμήν|ποιμήν
Αἰνείᾳ|Αἰνείας
ἐπισπόμενον|ἐφέπω
ἑοῖ|ἕ
αὐτοσχεδὸν|αὐτοσχεδόν
μακροῖσι|μακρός
σμερδαλέον|σμερδαλέος
κονάβιζε|κοναβίζω
τιτυσκομένων|τιτύσκομαι
ἔξοχον|ἔξοχος
ἀτάλαντοι|ἀτάλαντος
ἵεντ̓|ἵημι
ταμέειν|τέμνω
ἀκόντισεν|ἀκοντίζω
Αἰνείαο|Αἰνείας
κραδαινομένη|κραδαίνω
στιβαρῆς|στιβαρός
ὄρουσεν|ὀρούω
Οἰνόμαον|Οἰνόμαος
γαστέρα|γαστήρ
μέσσην|μέσος
γύαλον|γύαλον
ἔντερα|ἔντερον
ἤφυσ̓|ἀφύσσω
νέκυος|νέκυς
ἐσπάσατ̓|σπάω
δυνήσατο|δύναμαι
ὤμοιιν|ὦμος
ἀφελέσθαι|ἀφαιρέω
ἐπείγετο|ἐπείγω
βελέεσσιν|βέλος
ἔμπεδα|ἔμπεδος
ὁρμηθέντι|ὁρμάω
μεθ̓|μετά
τρέσσαι|τρέω
βάδην|βάδην
ἅμαρτεν|ἁμαρτάνω
Ἀσκάλαφον|Ἀσκάλαφος
Ἐνυαλίοιο|Ἐνυάλιος
ὤμου|ὦμος
ἔσχεν|ἔχω
πέπυστο|πυνθάνομαι
βριήπυος|βριήπυος
υἷος|υἱός
ἑοῖο|ἑός
χρυσέοισι|χρύσεος
νέφεσσιν|νέφος
βουλῇσιν|βουλή
ἐελμένος|εἴλω
ἀθάνατοι|ἀθάνατος
ἐεργόμενοι|ἔργω
Ἀσκαλάφῳ|Ἀσκάλαφος
Ἀσκαλάφου|Ἀσκάλαφος
πήληκα|πήληξ
ἥρπασε|ἁρπάζω
τύψεν|τύφω
βόμβησε|βομβέω
πεσοῦσα|πίπτω
αἰγυπιὸς|αἰγυπιός
ἐξέρυσε|ἐξερύω
πρυμνοῖο|πρυμνός
βραχίονος|βραχίων
Πολίτης|Πολίτης
αὐτοκασίγνητος|αὐτοκασίγνητος
μέσσῳ|μέσος
χεῖρε|χείρ
τιτήνας|τιταίνω
ἐξῆγεν|ἐξάγω
ἵκεθ̓|ἱκνέομαι
ἡνίοχόν|ἡνίοχος
νεουτάτου|νεούτατος
ἔρρεε|ῥέω
Αἰνέας|Αἰνείας
Ἀφαρῆα|Ἀφαρεύς
Καλητορίδην|Καλητορίδης
ἐπορούσας|ἐπορούω
τύψ̓|τύπτω
τετραμμένον|τρέπω
ἐκλίνθη|κλίνω
ἑτέρωσε|ἑτέρωσε
ἑάφθη|ἑάφθη
χύτο|χέω
θυμοραϊστής|θυμοραιστής
μεταστρεφθέντα|μεταστρέφω
δοκεύσας|δοκεύω
οὔτασ̓|οὐτάζω
φλέβα|φλέψ
ἔκερσεν|κείρω
νῶτα|νῶτον
θέουσα|θέω
κάππεσεν|καταπίπτω
φίλοις|φίλος
πετάσσας|πετάννυμι
παπταίνων|παπταίνω
περισταδὸν|περισταδόν
ἄλλοθεν|ἄλλοθεν
οὔταζον|οὐτάζω
δύναντο|δύναμαι
ἐπιγράψαι|ἐπιγράφω
Ἀντιλόχου|Ἀντίλοχος
ἔρυτο|ῥύομαι
πολλοῖσι|πολύς
ἄνευ|ἄνευ
στρωφᾶτ̓|στρωφάω
σειόμενον|σείω
ἀκοντίσσαι|ἀκοντίζω
ὁρμηθῆναι|ὁρμάω
λῆθ̓|λάω
ὁρμηθείς|ὁρμάω
ἀμενήνωσεν|ἀμενηνόω
αἰχμὴν|αἰχμή
κυανοχαῖτα|κυανοχαίτης
βιότοιο|βίοτος
μεγήρας|μεγαίρω
μεῖν̓|μένω
σκῶλος|σκῶλος
πυρίκαυστος|πυρίκαυστος
σάκει|σάκος
Ἀντιλόχοιο|Ἀντίλοχος
ἥμισυ|ἥμισυς
ἀπιόντα|ἄπειμι
μετασπόμενος|μεθέπω
αἰδοίων|αἰδοῖον
ὀμφαλοῦ|ὀμφαλός
ἀλεγεινὸς|ἀλεγεινός
ὀϊζυροῖσι|ὀιζυρός
ἔπηξεν|πήγνυμι
ἤσπαιῤ|ἀσπαίρω
βουκόλοι|βουκόλος
ἰλλάσιν|ἰλλάς
ἐθέλοντα|ἐθέλω
ἄγουσιν|ἄγω
ἤσπαιρε|ἀσπαίρω
ἀνεσπάσατ̓|ἀνασπάω
σκότος|σκότος
Δηΐπυρον|Δηίπυρος
ἤλασε|ἐλαύνω
κόρσην|κόρση
Θρηϊκίῳ|Θράκιος
τρυφάλειαν|τρυφάλεια
ἄραξεν|ἀράσσω
ἀποπλαγχθεῖσα|ἀποπλάζω
κυλινδομένην|κυλίνδω
ἐκόμισσε|κομίζω
ὀφθαλμῶν|ὀφθαλμός
ἐρεβεννὴ|ἐρεβεννός
ἀγαθὸν|ἀγαθός
ἐπαπειλήσας|ἐπαπειλέω
Ἑλένῳ|Ἕλενος
ἥρωϊ|ἥρως
κραδάων|κραδάω
ὁμαρτήδην|ὁμαρτήδην
ὀξυόεντι|ὀξυόεις
νευρῆφιν|νευρή
ἔπτατο|πέτομαι
πικρὸς|πικρός
πλατέος|πλατύς
πτυόφιν|πτύον
ἀλωὴν|ἀλωή
θρῴσκωσιν|θρῴσκω
κύαμοι|κύαμος
μελανόχροες|μελανόχρους
ἐρέβινθοι|ἐρέβινθος
πνοιῇ|πνοή
λικμητῆρος|λικμητήρ
ἐρωῇ|ἐρωή
Μενελάου|Μενέλαος
κυδαλίμοιο|κυδάλιμος
ἀποπλαγχθεὶς|ἀποπλάζω
παρακρεμάσας|παρακρεμάννυμι
ἐφέλκετο|ἐφέλκω
μείλινον|μέλινος
ἔρυσεν|ἐρύω
μεγάθυμος|μεγάθυμος
ξυνέδησεν|συνδέω
ἐϋστρεφεῖ|ἐυστρεφής
ἀώτῳ|ἄωτον
σφενδόνῃ|σφενδόνη
Πείσανδρος|Πείσανδρος
κακὴ|κακός
ἐλάσσαι|ἐλαύνω
ἔσχεθε|ἔχω
κατεκλάσθη|κατακλάω
χάρη|χαίρω
ἀργυρόηλον|ἀργυρόηλος
ἆλτ̓|ἅλλομαι
Πεισάνδρῳ|Πείσανδρος
ἀξίνην|ἀξίνη
εὔχαλκον|εὔχαλκος
ἐλαΐνῳ|ἐλάινος
πελέκκῳ|πέλεκκον
ἐϋξέστῳ|εὔξεστος
ἐφίκοντο|ἐφικνέομαι
κόρυθος|κόρυς
φάλον|φάλος
ἱπποδασείης|ἱπποδάσεια
ἄκρον|ἄκρος
μέτωπον|μέτωπον
ῥινὸς|ῥίς
λάκε|λάσκω
ποσὶν|πούς
αἱματόεντα|αἱματόεις
ἰδνώθη|ἰδνόομαι
βαίνων|βαίνω
τεύχεά|τεῦχος
λείψετέ|λείπω
ταχυπώλων|ταχύπωλος
ὑπερφίαλοι|ὑπερφίαλος
δεινῆς|δεινός
ἀκόρητοι|ἀκόρητος
ἄλλης|ἄλλος
λώβης|λώβη
αἴσχεος|αἶσχος
ἐπιδευεῖς|ἐπιδευής
λωβήσασθε|λωβάομαι
κακαὶ|κακός
ἐριβρεμέτεω|ἐριβρεμέτης
χαλεπὴν|χαλεπός
ἐδείσατε|δείδω
ξεινίου|ξένιος
ὔμμι|σύ
διαφθέρσει|διαφθείρω
αἰπήν|αἰπός
κουριδίην|κουρίδιος
ἄλοχον|ἄλοχος
κτήματα|κτῆμα
μὰψ|μάψ
οἴχεσθ̓|οἴχομαι
ἀνάγοντες|ἀνάγω
φιλέεσθε|φιλέω
μενεαίνετε|μενεαίνω
ὀλοὸν|ὀλοός
κτεῖναι|κτείνω
σχήσεσθε|ἔχω
ἐσσύμενοί|σεύω
φασι|φημί
σέο|σύ
ἄνδρεσσι|ἀνήρ
χαρίζεαι|χαρίζομαι
ὑβριστῇσι|ὑβριστής
ἀτάσθαλον|ἀτάσθαλος
δύνανται|δύναμαι
φυλόπιδος|φύλοπις
κορέσασθαι|κορέννυμι
κόρος|κόρος
φιλότητος|φιλότης
μολπῆς|μολπή
γλυκερῆς|γλυκύς
ὀρχηθμοῖο|ὀρχηθμός
ἐέλδεται|ἔλδομαι
εἷναι|ἵημι
ἔντἐ|ἔντεα
συλήσας|συλάω
ἐπᾶλτο|ἐφάλλομαι
Πυλαιμένεος|Πυλαιμένης
Ἁρπαλίων|Ἁρπαλίων
πτολεμίξων|πολεμίζω
τροίην|τροία
ἀφίκετο|ἀφικνέομαι
χαλκήρἐ|χαλκήρης
γλουτὸν|γλουτός
ὀϊστὸς|ὀιστός
κύστιν|κύστις
ἐξεπέρησεν|ἐκπεράω
ἑζόμενος|ἕζομαι
ἀποπνείων|ἀποπνέω
σκώληξ|σκώληξ
ταθείς|τείνω
ῥέε|ῥέω
δεῦε|δεύω
Παφλαγόνες|Παφλαγών
μεγαλήτορες|μεγαλήτωρ
ἀμφεπένοντο|ἀμφιπένομαι
ἀνέσαντες|ἀνέζω
ἱρὴν|ἱρός
ἀχνύμενοι|ἀχεύω
κίε|κίω
λείβων|λείβω
ποινὴ|ποινή
τεθνηῶτος|θνήσκω
ἀποκταμένοιο|ἀποκτείνω
χολώθη|χολόω
ξεῖνος|ξένος
Παφλαγόνεσσι|Παφλαγών
Εὐχήνωρ|Εὐχήνωρ
Πολυΐδου|Πολυίδης
μάντιος|μάντις
ἀφνειός|ἀφνειός
Κορινθόθι|Κόρινθος
ναίων|ναίω
ὀλοὴν|ὀλοός
ἔβαινε|βαίνω
Πολύϊδος|Πολύιδος
νούσῳ|νοῦσος
ἀργαλέῃ|ἀργαλέος
φθίσθαι|φθίω
θωὴν|θωή
ἀλέεινεν|ἀλεείνω
νοῦσόν|νοῦσος
στυγερήν|στυγερός
πάθοι|πάσχω
βάλ̓|βάλλω
γναθμοῖο|γναθμός
μελέων|μέλος
στυγερὸς|στυγερός
εἷλεν|αἱρέω
ἐπέπυστο|πυνθάνομαι
δηϊόωντο|δηιόω
τοῖος|τοῖος
ὄτρυν̓|ὀτρύνω
σθένει|σθένος
ἄμυνεν|ἀμύνω
ῥηξάμενος|ῥήγνυμι
πυκινὰς|πυκνός
Αἴαντός|Αἴας
Πρωτεσιλάου|Πρωτεσίλαος
εἰρυμέναι|ἐρύω
ἐδέδμητο|δέμω
χθαμαλώτατον|χθαμαλός
γίγνοντο|γίγνομαι
Βοιωτοὶ|Βοιωτός
Ἰάονες|Ἰάονες
ἑλκεχίτωνες|ἑλκεχίτων
Λοκροὶ|Λοκροί
Φθῖοι|Φθῖος
φαιδιμόεντες|φαιδιμόεις
ἐπαΐσσοντα|ἐπαίσσω
ὦσαι|ὠθέω
προλελεγμένοι|προλέγω
Φείδας|Φείδας
Βίας|Βίας
ἐΰς|ἐύς
Φυλεΐδης|Φυλείδης
Μέγης|Μέγης
Ἀμφίων|Ἀμφίων
Δρακίος|Δρακίος
Φθίων|Φθῖος
Μέδων|Μέδων
μενεπτόλεμός|μενεπτόλεμος
Ποδάρκης|Ποδάρκης
ἀδελφεός|ἀδελφός
ἔναιεν|ναίω
Φυλάκῃ|Φυλάκη
κατακτὰς|κατακτείνω
γνωτὸν|γνωτός
μητρυιῆς|μητρυιά
Ἐριώπιδος|Ἐριῶπις
Ὀϊλεύς|Ὀιλεύς
Ἰφίκλοιο|Ἴφικλος
Φυλακίδαο|Φυλακίδης
Βοιωτῶν|Βοιωτός
ἵστατ̓|ἵστημι
Τελαμωνίου|Τελαμώνιος
νειῷ|νειός
βόε|βοῦς
οἴνοπε|οἶνοψ
τιταίνετον|τιταίνω
ἄρά|ἄρα
πρυμνοῖσιν|πρυμνός
κεράεσσι|κέρας
ἀνακηκίει|ἀνακηκίω
ἱδρώς|ἱδρώς
οἶον|οἶος
ἐέργει|ἔργω
ἱεμένω|ἵημι
ὦλκα|ὤλξ
τέμει|τέτμον
τέλσον|τέλσον
παρβεβαῶτε|παραβαίνω
Τελαμωνιάδῃ|Τελαμωνιάδης
ἐσθλοὶ|ἐσθλός
ἕταροι|ἑταῖρος
ἐξεδέχοντο|ἐκδέχομαι
κάματός|κάματος
γούναθ̓|γόνυ
ἵκοιτο|ἱκνέομαι
Ὀϊλιάδῃ|Ὀιλιάδης
μεγαλήτορι|μεγαλήτωρ
μίμνε|μίμνω
κόρυθας|κόρυς
χαλκήρεας|χαλκήρης
ἱπποδασείας|ἱπποδάσεια
μείλινα|μέλινος
τόξοισιν|τόξον
βάλλοντες|βάλλω
ῥήγνυντο|ῥήγνυμι
χαλκοκορυστῇ|χαλκοκορυστής
ἐλάνθανον|λανθάνω
μιμνήσκοντο|μιμνήσκω
συνεκλόνεον|συγκλονέω
ὀϊστοί|ὀιστός
λευγαλέως|λευγαλέος
ἐχώρησαν|χωρέω
παραρρητοῖσι|παραρρητός
πιθέσθαι|πείθω
περιίδμεναι|περίοιδα
ὀρχηστύν|ὀρχηστύς
ἑτέρῳ|ἕτερος
κίθαριν|κίθαρις
ἀοιδήν|ἀοιδή
τιθεῖ|τίθημι
ἐπαυρίσκοντ̓|ἐπαυρέω
ἄνθρωποι|ἄνθρωπος
καὐτὸς|αὐτός
ἀνέγνω|ἀναγιγνώσκω
στέφανος|στέφανος
δέδηε|δαίω
ἀφεστᾶσιν|ἀφίστημι
παυρότεροι|παῦρος
κεδασθέντες|κεδάννυμι
ἀναχασσάμενος|ἀναχάζω
κάλει|καλέω
ἐπιφρασσαίμεθα|ἐπιφράζω
πολυκλήϊσι|πολυκλήις
πέσωμεν|πίπτω
ἐθέλῃσι|ἐθέλω
ἔλθωμεν|ἔρχομαι
ἀπήμονες|ἀπήμων
χθιζὸν|χθιζός
ἀποστήσωνται|ἀφίστημι
ἆτος|ἄατος
μίμνει|μίμνω
σχήσεσθαι|ἔχω
ὄρεϊ|ὄρος
νιφόεντι|νιφόεις
πέτετ̓|πέτομαι
Πανθοΐδην|Πανθοίδης
ἀγαπήνορα|ἀγαπήνωρ
ἐπεσσεύοντ̓|ἐπισεύω
αὐδήν|αὐδή
Ἑλένοιο|Ἕλενος
Ὑρτάκου|Ὕρτακος
φοίτα|φοιτάω
προμάχους|πρόμαχος
ἐφεύροι|ἐφευρίσκω
ἀπήμονας|ἀπήμων
ἀνολέθρους|ἀνόλεθρος
πρυμνῇσιν|πρυμνός
κέατο|κεῖμαι
ὀλέσαντες|ὄλλυμι
τείχει|τεῖχος
εὗρε|εὑρίσκω
δακρυοέσσης|δακρυόεις
Ἀλέξανδρον|Ἀλέξανδρος
πόσιν|πόσις
θαρσύνονθ̓|θαρσύνω
ἐποτρύνοντα|ἐποτρύνω
αἰσχροῖς|αἰσχρός
Δύσπαρι|Δύσπαρις
ἄριστε|ἄριστος
γυναιμανὲς|γυναιμανής
ἠπεροπευτὰ|ἠπεροπευτής
Δηΐφοβός|Δηίφοβος
Ἀσιάδης|Ἀσιάδης
Ἀδάμας|Ἄδαμας
Ὀθρυονεύς|Ὀθρυονεύς
ὤλετο|ὄλλυμι
ἄκρης|ἄκρα
Ἴλιος|Ἴλιος
αἰπεινή|αἰπεινός
σῶς|σῶς
θεοειδής|θεοειδής
ἐρωῆσαι|ἐρωέω
μέλλω|μέλλω
ἀνάλκιδα|ἄναλκις
ἤγειρας|ἐγείρω
κατέκταθεν|κατακτείνω
οἴχεσθον|οἴχομαι
μακρῇσι|μακρός
τετυμμένω|τύπτω
ἐγχείῃσιν|ἐγχείη
ἤμυνε|ἀμύνω
ἄρχ̓|ἄρχω
κελεύει|κελεύω
ἐμμεμαῶτες|ἐμμεμαώς
ἑψόμεθ̓|ἕπομαι
δευήσεσθαι|δεύω
ὅση|ὅσος
δύναμίς|δύναμις
πάρεστι|πάρειμι
δύναμιν|δύναμις
παρέπεισεν|παραπείθω
ἀδελφειοῦ|ἀδελφός
φύλοπις|φύλοπις
Κεβριόνην|Κεβριόνης
Φάλκην|Φάλκης
Ὀρθαῖόν|Ὀρθαῖος
Πολυφήτην|Πολυφήτης
Πάλμύν|Πάλμυς
Ἀσκάνιόν|Ἀσκάνιος
Μόρυν|Μόρυς
Ἱπποτίωνος|Ἱπποτίων
Ἀσκανίης|Ἀσκανίη
ἐριβώλακος|ἐριβῶλαξ
ἀμοιβοὶ|ἀμοιβός
προτέρῃ|πρότερος
ἀργαλέων|ἀργαλέος
βροντῆς|βροντή
πέδον|πέδον
θεσπεσίῳ|θεσπέσιος
ὁμάδῳ|ὅμαδος
ἁλὶ|ἅλς
μίσγεται|μίγνυμι
κύματα|κῦμα
παφλάζοντα|παφλάζω
κυρτὰ|κυρτός
φαληριόωντα|φαληριάω
ἀρηρότες|ἀραρίσκω
μαρμαίροντες|μαρμαίρω
